report_family,evidence_class,environment_or_severity,contrast_name,left,right,metric,n_pairs,raw_paired_t_p,report_holm_paired_t_p,raw_wilcoxon_p,report_holm_wilcoxon_p,mean_difference,median_difference,bootstrap_ci_low,bootstrap_ci_high,cohen_dz,rank_biserial,wins,losses,ties,source_file,source_row,source_kind,principal_planned,primary_confirmatory,registry_source_id
adaptive_gate_compact_validation.planned,confirmatory,CliffWalking-adaptive,fuzzy_vs_count,fuzzy_support_adaptive,count_gated_tau_20,return_auc,30,0.091822796965636,0.6427595787594524,0.2610541895796574,1.0,91.55833333333334,0.0,-1.2836458333333332,197.8186458333333,0.3183364968633972,0.2857142857142857,11,9,10,results/adaptive_gate_compact_validation/planned_contrasts.csv,2,planned,True,True,adaptive_gate_planned
adaptive_gate_compact_validation.planned,confirmatory,CliffWalking-adaptive,fuzzy_vs_dqn,fuzzy_support_adaptive,validated_dqn,return_auc,30,0.0265010530882684,0.2385094777944159,1.612417615779427e-05,0.0001451175854201,924.9833333333332,60.875,276.64958333333334,1763.4333333333334,0.4268357048669964,0.8881720430107527,29,1,0,results/adaptive_gate_compact_validation/planned_contrasts.csv,8,planned,True,True,adaptive_gate_planned
adaptive_gate_compact_validation.planned,confirmatory,CliffWalking-adaptive,fuzzy_vs_support_abstain,fuzzy_support_adaptive,support_abstain_tau_20,return_auc,30,0.8055281863184154,1.0,0.6190845551146489,1.0,12.529861111111108,-0.5,-81.65237847222221,113.0768923611111,0.0453627199360457,-0.1111111111111111,11,15,4,results/adaptive_gate_compact_validation/planned_contrasts.csv,5,planned,True,True,adaptive_gate_planned
adaptive_gate_compact_validation.planned,confirmatory,CliffWalking-adaptive,fuzzy_vs_tabular,fuzzy_support_adaptive,tabular,return_auc,30,0.1532778276685717,0.9196669660114304,0.1646865909014587,1.0,74.68458333333334,0.0,-21.60147916666667,174.98691666666667,0.2677418097043774,0.3631578947368421,12,7,11,results/adaptive_gate_compact_validation/planned_contrasts.csv,11,planned,True,True,adaptive_gate_planned
adaptive_gate_compact_validation.planned,confirmatory,FourRooms-9-support-shift-adaptive,fuzzy_vs_count,fuzzy_support_adaptive,count_gated_tau_20,return_auc,30,0.9885363721373742,1.0,0.871207794174552,1.0,0.0004477777777776,0.0135833333333335,-0.0588848333333334,0.0578132499999999,0.0026459418412996,0.0365591397849462,16,14,0,results/adaptive_gate_compact_validation/planned_contrasts.csv,3,planned,True,True,adaptive_gate_planned
adaptive_gate_compact_validation.planned,confirmatory,FourRooms-9-support-shift-adaptive,fuzzy_vs_dqn,fuzzy_support_adaptive,validated_dqn,return_auc,30,0.9882736346652444,1.0,0.935398668050766,1.0,-0.0004255555555556,-0.0050666666666667,-0.0545673888888888,0.055483472222222,-0.0027065893233999,-0.0193548387096774,15,15,0,results/adaptive_gate_compact_validation/planned_contrasts.csv,9,planned,True,True,adaptive_gate_planned
adaptive_gate_compact_validation.planned,confirmatory,FourRooms-9-support-shift-adaptive,fuzzy_vs_support_abstain,fuzzy_support_adaptive,support_abstain_tau_20,return_auc,30,1.0063919272468547e-27,1.2076703126962258e-26,1.862645149230957e-09,2.2351741790771484e-08,-1.1957811111111107,-1.1791666666666665,-1.24965575,-1.143570083333333,-7.789902286238904,-1.0,0,30,0,results/adaptive_gate_compact_validation/planned_contrasts.csv,6,planned,True,True,adaptive_gate_planned
adaptive_gate_compact_validation.planned,confirmatory,FourRooms-9-support-shift-adaptive,fuzzy_vs_tabular,fuzzy_support_adaptive,tabular,return_auc,30,1.0360071913763436e-26,1.139607910513978e-25,1.862645149230957e-09,2.2351741790771484e-08,-1.1946499999999998,-1.2027833333333335,-1.2517749166666667,-1.1352284999999998,-7.178446431937617,-1.0,0,30,0,results/adaptive_gate_compact_validation/planned_contrasts.csv,12,planned,True,True,adaptive_gate_planned
adaptive_gate_compact_validation.planned,confirmatory,FrozenLake-4x4-slippery-adaptive,fuzzy_vs_count,fuzzy_support_adaptive,count_gated_tau_20,return_auc,30,0.2889204704782506,1.0,0.3184394138009201,1.0,-0.0231944444444444,-0.01875,-0.0645868055555555,0.0168055555555555,-0.1972310917509636,-0.2086021505376344,14,16,0,results/adaptive_gate_compact_validation/planned_contrasts.csv,4,planned,True,True,adaptive_gate_planned
adaptive_gate_compact_validation.planned,confirmatory,FrozenLake-4x4-slippery-adaptive,fuzzy_vs_dqn,fuzzy_support_adaptive,validated_dqn,return_auc,30,1.1203008582157726e-12,1.1203008582157726e-11,1.733306644199106e-06,1.733306644199106e-05,0.2912499999999999,0.31875,0.2437465277777777,0.3383333333333332,2.1718066098773328,1.0,30,0,0,results/adaptive_gate_compact_validation/planned_contrasts.csv,10,planned,True,True,adaptive_gate_planned
adaptive_gate_compact_validation.planned,confirmatory,FrozenLake-4x4-slippery-adaptive,fuzzy_vs_support_abstain,fuzzy_support_adaptive,support_abstain_tau_20,return_auc,30,0.3612722623770121,1.0,0.3285199116621925,1.0,-0.0188888888888888,-0.01875,-0.0581944444444444,0.0190312499999999,-0.1693555580694101,-0.2043010752688172,14,16,0,results/adaptive_gate_compact_validation/planned_contrasts.csv,7,planned,True,True,adaptive_gate_planned
adaptive_gate_compact_validation.planned,confirmatory,FrozenLake-4x4-slippery-adaptive,fuzzy_vs_tabular,fuzzy_support_adaptive,tabular,return_auc,30,0.0574583768843023,0.4596670150744188,0.0718882949500624,0.5751063596004993,0.0554166666666666,0.0333333333333334,0.0016631944444444,0.1088888888888888,0.3611954148449668,0.3763440860215054,18,12,0,results/adaptive_gate_compact_validation/planned_contrasts.csv,13,planned,True,True,adaptive_gate_planned
application_navigation_case_study.planned,confirmatory,ApplicationNavigation-deployment-goal-shift,fuzzy_vs_count,fuzzy_support_adaptive,count_gated_tau_20,return_auc,30,0.3175024229904081,0.3175024229904081,0.4645450450479984,0.4645450450479984,0.2111244444444442,0.2046166666666666,-0.1713068888888889,0.626280055555555,0.1857018031603424,0.1569892473118279,16,14,0,results/application_navigation_case_study/planned_contrasts.csv,2,planned,True,True,application_case_planned
application_navigation_case_study.planned,confirmatory,ApplicationNavigation-deployment-goal-shift,fuzzy_vs_dqn,fuzzy_support_adaptive,validated_dqn,return_auc,30,0.0128087221192976,0.0256174442385953,0.0081429798156023,0.0162859596312046,0.5751888888888886,0.9680999999999989,0.1518332499999998,0.9868093055555552,0.4843550582027782,0.5440860215053763,18,12,0,results/application_navigation_case_study/planned_contrasts.csv,4,planned,True,True,application_case_planned
application_navigation_case_study.planned,confirmatory,ApplicationNavigation-deployment-goal-shift,fuzzy_vs_support_abstain,fuzzy_support_adaptive,support_abstain_tau_20,return_auc,30,1.3520810380166695e-11,5.408324152066678e-11,9.313225746154784e-09,2.7939677238464355e-08,-2.520183333333333,-2.506216666666666,-2.9725659722222213,-2.0719958333333333,-1.9559351762077208,-0.9870967741935484,1,29,0,results/application_navigation_case_study/planned_contrasts.csv,3,planned,True,True,application_case_planned
application_navigation_case_study.planned,confirmatory,ApplicationNavigation-deployment-goal-shift,fuzzy_vs_tabular,fuzzy_support_adaptive,tabular,return_auc,30,9.718548783022495e-11,2.9155646349067486e-10,3.725290298461914e-09,1.4901161193847656e-08,-2.298941111111117,-2.085566666666672,-2.7659585555555606,-1.8675416666666724,-1.794749440084429,-0.9956989247311828,1,29,0,results/application_navigation_case_study/planned_contrasts.csv,5,planned,True,True,application_case_planned
application_risk_variants.planned,confirmatory,ApplicationNavigation-risk-adjusted-fallbacks,no_hold_vs_hold_penalized,support_no_hold,support_hold_penalized,risk_adjusted_score,30,6.901112479973223e-05,6.901112479973223e-05,5.5925920605659485e-05,5.5925920605659485e-05,0.0728908999942756,0.0765732053776803,0.0418071880392086,0.1029005563309525,0.8470583786693701,0.7849462365591398,26,4,0,results/application_risk_variants/planned_contrasts.csv,2,planned,True,True,application_risk_planned
application_risk_variants.planned,confirmatory,ApplicationNavigation-risk-adjusted-fallbacks,shortest_path_vs_hold_penalized,support_shortest_path,support_hold_penalized,risk_adjusted_score,30,6.36445058545577e-08,1.2728901170911537e-07,2.551823854446411e-07,5.103647708892822e-07,0.1645329311877371,0.1413414325531976,0.1204448728576859,0.20939037517438,1.3139542860424418,0.935483870967742,28,2,0,results/application_risk_variants/planned_contrasts.csv,3,planned,True,True,application_risk_planned
application_risk_variants.planned,confirmatory,ApplicationNavigation-risk-adjusted-fallbacks,verified_safe_vs_hold_penalized,support_verified_safe,support_hold_penalized,risk_adjusted_score,30,2.5221799197348743e-14,7.566539759204621e-14,1.862645149230957e-09,5.587935447692871e-09,0.2844518046027134,0.2876079033785345,0.245941374383428,0.3259237852544336,2.530917034465068,1.0,30,0,0,results/application_risk_variants/planned_contrasts.csv,4,planned,True,True,application_risk_planned
approximate_support.planned,confirmatory,ApplicationNavigation-deployment-goal-shift,feature_distance_vs_exact_count,feature_distance_support_gate,count_gated_tau_20,return_auc,30,0.0020773620600234,0.0041547241200469,0.0021877754479646,0.0043755508959293,0.7662066666666666,0.7661666666666663,0.3342171666666667,1.1930556944444444,0.6174039328247917,0.621505376344086,22,8,0,results/approx_support/planned_contrasts.csv,3,planned,True,True,approximate_support_planned
approximate_support.planned,confirmatory,ApplicationNavigation-deployment-goal-shift,feature_distance_vs_tabular,feature_distance_support_gate,tabular,return_auc,30,9.442466985048718e-10,2.832740095514615e-09,9.313225746154784e-09,2.7939677238464355e-08,-1.7438588888888935,-1.755333333333338,-2.127209250000005,-1.370378055555561,-1.618392232856477,-0.9870967741935484,2,28,0,results/approx_support/planned_contrasts.csv,5,planned,True,True,approximate_support_planned
approximate_support.planned,confirmatory,ApplicationNavigation-deployment-goal-shift,knn_vs_exact_count,knn_support_gate,count_gated_tau_20,return_auc,30,0.016406923351572,0.016406923351572,0.0208498518913984,0.0208498518913984,0.4218811111111114,0.3767333333333336,0.1080405833333335,0.7377236666666667,0.465135493462496,0.4795698924731182,18,12,0,results/approx_support/planned_contrasts.csv,2,planned,True,True,approximate_support_planned
approximate_support.planned,confirmatory,ApplicationNavigation-deployment-goal-shift,knn_vs_tabular,knn_support_gate,tabular,return_auc,30,2.3391657210825805e-10,9.356662884330322e-10,1.862645149230957e-09,7.450580596923828e-09,-2.0881844444444497,-2.025983333333337,-2.527158472222227,-1.6759307777777834,-1.725490867594249,-1.0,0,30,0,results/approx_support/planned_contrasts.csv,4,planned,True,True,approximate_support_planned
confirmatory_extended_compact.planned,confirmatory,CliffWalking-v1,count_vs_fixed,count_gated_tau_20,fixed_hybrid,return_auc,30,0.01738199666136,0.2781119465817613,0.0034774072645366,0.0556385162325861,109.2777777777778,1.0,34.77166666666668,199.40013888888885,0.4606027616090389,0.6676923076923077,20,5,5,results/confirmatory_extended_compact/planned_contrasts.csv,16,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,CliffWalking-v1,count_vs_tabular,count_gated_tau_20,tabular,return_auc,30,0.3903552629247797,1.0,0.2712792188694803,1.0,29.690555555555548,0.0,-34.71625462962962,98.1568148148148,0.1592100097503454,0.2533333333333333,13,11,6,results/confirmatory_extended_compact/planned_contrasts.csv,9,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,CliffWalking-v1,count_vs_validated_dqn,count_gated_tau_20,validated_dqn,return_auc,30,3.2656346575050757e-10,6.5312693150101514e-09,1.312743262007031e-06,2.625486524014062e-05,143.3277777777778,81.16666666666669,113.61111111111111,173.08888888888893,1.699563477252061,1.0,29,0,1,results/confirmatory_extended_compact/planned_contrasts.csv,2,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,CliffWalking-v1,support_abstain_vs_count,support_abstain_tau_20,count_gated_tau_20,return_auc,30,0.4392873826472565,1.0,0.4675835353882523,1.0,-24.916666666666668,0.0,-96.14027777777778,26.80027777777777,-0.1431728613041864,-0.219047619047619,5,9,16,results/confirmatory_extended_compact/planned_contrasts.csv,23,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,FourRooms-11-slip-unseen-goals,count_vs_fixed,count_gated_tau_20,fixed_hybrid,return_auc,30,0.3457303674288959,1.0,0.4161298982799053,1.0,0.0305888888888888,0.0159197530864194,-0.030243755144033,0.0925376748971192,0.1749987417779265,0.1741935483870967,18,12,0,results/confirmatory_extended_compact/planned_contrasts.csv,17,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,FourRooms-11-slip-unseen-goals,count_vs_tabular,count_gated_tau_20,tabular,return_auc,30,2.89478566117637e-31,8.105399851293836e-30,1.862645149230957e-09,5.21540641784668e-08,-1.5837512345679026,-1.565302469135804,-1.6383263786008246,-1.5297963940329231,-10.353214533900507,-1.0,0,30,0,results/confirmatory_extended_compact/planned_contrasts.csv,10,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,FourRooms-11-slip-unseen-goals,count_vs_validated_dqn,count_gated_tau_20,validated_dqn,return_auc,30,0.0236434256100534,0.3546513841508014,0.0364349968731403,0.5100899562239647,0.0646652263374485,0.0761574074074074,0.0117632664609052,0.1167823508230455,0.4360910526548657,0.4365591397849462,20,10,0,results/confirmatory_extended_compact/planned_contrasts.csv,3,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,FourRooms-11-slip-unseen-goals,support_abstain_vs_count,support_abstain_tau_20,count_gated_tau_20,return_auc,30,2.7350414031327164e-30,7.384611788458334e-29,1.862645149230957e-09,5.21540641784668e-08,1.56117510288066,1.558030864197533,1.5056402417695491,1.619581666666668,9.574694477758422,1.0,30,0,0,results/confirmatory_extended_compact/planned_contrasts.csv,24,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,FourRooms-7-unseen-goals,count_vs_fixed,count_gated_tau_20,fixed_hybrid,return_auc,30,0.9205203329396726,1.0,0.9515264742076396,1.0,0.0017479797979797,-0.0157348484848486,-0.0315102651515152,0.0352380808080807,0.0183762325968384,-0.0150537634408602,14,16,0,results/confirmatory_extended_compact/planned_contrasts.csv,18,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,FourRooms-7-unseen-goals,count_vs_tabular,count_gated_tau_20,tabular,return_auc,30,9.13430466946308e-29,2.3749192140604006e-27,1.862645149230957e-09,5.21540641784668e-08,-1.148694444444445,-1.1399621212121218,-1.1974941161616166,-1.1026072727272729,-8.471804648401456,-1.0,0,30,0,results/confirmatory_extended_compact/planned_contrasts.csv,11,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,FourRooms-7-unseen-goals,count_vs_validated_dqn,count_gated_tau_20,validated_dqn,return_auc,30,0.2754724513556493,1.0,0.1980757992714643,1.0,-0.0193444444444444,-0.0313257575757576,-0.0515536363636363,0.0144419696969697,-0.2029359710865218,-0.2731182795698925,12,18,0,results/confirmatory_extended_compact/planned_contrasts.csv,4,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,FourRooms-7-unseen-goals,support_abstain_vs_count,support_abstain_tau_20,count_gated_tau_20,return_auc,30,2.437208038989397e-28,5.849299293574554e-27,1.862645149230957e-09,5.21540641784668e-08,1.16434595959596,1.1568787878787885,1.115944330808081,1.215432436868687,8.186166756984678,1.0,30,0,0,results/confirmatory_extended_compact/planned_contrasts.csv,25,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,FourRooms-9-slip-unseen-goals,count_vs_fixed,count_gated_tau_20,fixed_hybrid,return_auc,30,0.8810453000348358,1.0,0.6701805889606476,1.0,0.0044312865497075,0.0022850877192979,-0.0538989912280702,0.0588321271929824,0.0275630718623416,0.0924731182795698,15,15,0,results/confirmatory_extended_compact/planned_contrasts.csv,19,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,FourRooms-9-slip-unseen-goals,count_vs_tabular,count_gated_tau_20,tabular,return_auc,30,2.761557297954657e-26,6.351581785295711e-25,1.862645149230957e-09,5.21540641784668e-08,-1.231175438596491,-1.239473684210526,-1.2923821564327482,-1.1685988888888887,-6.935411393277501,-1.0,0,30,0,results/confirmatory_extended_compact/planned_contrasts.csv,12,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,FourRooms-9-slip-unseen-goals,count_vs_validated_dqn,count_gated_tau_20,validated_dqn,return_auc,30,0.1849593956996742,1.0,0.1190765686333179,1.0,0.037901461988304,0.0472149122807021,-0.0172280774853801,0.0907453216374268,0.2479223077837013,0.3290322580645161,18,12,0,results/confirmatory_extended_compact/planned_contrasts.csv,5,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,FourRooms-9-slip-unseen-goals,support_abstain_vs_count,support_abstain_tau_20,count_gated_tau_20,return_auc,30,1.087502926935595e-28,2.7187573173389875e-27,1.862645149230957e-09,5.21540641784668e-08,1.2425187134502922,1.1918289473684212,1.1912265716374266,1.2934425584795322,8.420336563277456,1.0,30,0,0,results/confirmatory_extended_compact/planned_contrasts.csv,26,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,FrozenLake-4x4-slippery,count_vs_fixed,count_gated_tau_20,fixed_hybrid,return_auc,30,0.0653938908688735,0.860675699923032,0.064112701562197,0.769352418746365,0.0468518518518518,0.0805555555555556,-0.0001851851851852,0.0938888888888888,0.3496416277074219,0.3870967741935484,19,11,0,results/confirmatory_extended_compact/planned_contrasts.csv,20,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,FrozenLake-4x4-slippery,count_vs_tabular,count_gated_tau_20,tabular,return_auc,30,0.2264949827773515,1.0,0.1273443049732007,1.0,0.0307407407407407,0.0583333333333332,-0.0183379629629629,0.0772268518518518,0.2256028265700575,0.3241379310344827,19,10,1,results/confirmatory_extended_compact/planned_contrasts.csv,13,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,FrozenLake-4x4-slippery,count_vs_validated_dqn,count_gated_tau_20,validated_dqn,return_auc,30,3.705967173896012e-13,7.782531065181626e-12,1.7311263949197286e-06,3.289140150347484e-05,0.3164814814814815,0.3333333333333333,0.2675879629629629,0.3653703703703704,2.2725333565226937,1.0,30,0,0,results/confirmatory_extended_compact/planned_contrasts.csv,6,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,FrozenLake-4x4-slippery,support_abstain_vs_count,support_abstain_tau_20,count_gated_tau_20,return_auc,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30,results/confirmatory_extended_compact/planned_contrasts.csv,27,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,FrozenLake-8x8-slippery,count_vs_fixed,count_gated_tau_20,fixed_hybrid,return_auc,30,0.3825183673574046,1.0,0.1578198894923748,1.0,0.0057142857142857,0.0,-0.0071448412698412,0.0174603174603174,0.1618942659334176,0.3438735177865613,13,9,8,results/confirmatory_extended_compact/planned_contrasts.csv,21,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,FrozenLake-8x8-slippery,count_vs_tabular,count_gated_tau_20,tabular,return_auc,30,0.0055679578287901,0.0946552830894325,0.0028484476850691,0.0484236106461761,0.0316666666666666,0.0119047619047619,0.0117460317460317,0.0528571428571428,0.5468129912007148,0.645320197044335,20,8,2,results/confirmatory_extended_compact/planned_contrasts.csv,14,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,FrozenLake-8x8-slippery,count_vs_validated_dqn,count_gated_tau_20,validated_dqn,return_auc,30,0.0006996715118516,0.01259408721333,0.0007763817259723,0.0139748710675017,0.027063492063492,0.0083333333333333,0.014125,0.0413492063492063,0.6925069518611172,0.8181818181818182,17,5,8,results/confirmatory_extended_compact/planned_contrasts.csv,7,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,FrozenLake-8x8-slippery,support_abstain_vs_count,support_abstain_tau_20,count_gated_tau_20,return_auc,30,0.6437138261712776,1.0,0.6223445441469178,1.0,0.0049206349206349,0.0011904761904761,-0.0146825396825396,0.0251587301587301,0.0853333860804807,0.1084656084656084,15,12,3,results/confirmatory_extended_compact/planned_contrasts.csv,28,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,Taxi-v3-compatible,count_vs_fixed,count_gated_tau_20,fixed_hybrid,return_auc,30,0.0756480961623951,0.907777153948742,0.0536162434136643,0.6970111643776361,2.8364285714285766,0.0,-0.1635714285714215,5.6914464285714335,0.3363926380913836,0.4805194805194805,14,7,9,results/confirmatory_extended_compact/planned_contrasts.csv,22,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,Taxi-v3-compatible,count_vs_tabular,count_gated_tau_20,tabular,return_auc,30,7.361586573658466e-16,1.6195490462048622e-14,1.862645149230957e-09,5.21540641784668e-08,154.37880952380957,151.41666666666666,135.75502976190478,173.0038234126984,2.9035483964351685,1.0,30,0,0,results/confirmatory_extended_compact/planned_contrasts.csv,15,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,Taxi-v3-compatible,count_vs_validated_dqn,count_gated_tau_20,validated_dqn,return_auc,30,0.0614768357087879,0.860675699923032,0.0138481388690566,0.2077220830358503,-11.885714285714284,-4.242857142857147,-23.86587500000001,-0.2649107142857151,-0.3551821502178302,-0.6608187134502924,2,16,12,results/confirmatory_extended_compact/planned_contrasts.csv,8,planned,True,True,compact_expansion_planned
confirmatory_extended_compact.planned,confirmatory,Taxi-v3-compatible,support_abstain_vs_count,support_abstain_tau_20,count_gated_tau_20,return_auc,30,9.125622066377923e-08,1.7338681926118052e-06,3.855675458908081e-07,8.09691846370697e-06,-35.203650793650795,-36.54642857142858,-44.668113095238105,-25.53713492063492,-1.28899747198658,-0.9268817204301076,3,27,0,results/confirmatory_extended_compact/planned_contrasts.csv,29,planned,True,True,compact_expansion_planned
dqn_strong_validation.planned,confirmatory,CliffWalking-v1,validated_vs_original_dqn,validated_dqn,original_selected_dqn,return_auc,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30,results/dqn_strong_validation/planned_contrasts.csv,2,planned,True,True,dqn_independent_evaluation_planned
dqn_strong_validation.planned,confirmatory,FourRooms-11-slip-unseen-goals,validated_vs_original_dqn,validated_dqn,original_selected_dqn,return_auc,30,0.2274269463049187,0.9097077852196748,0.370740607380867,1.0,0.052578806584362,0.0146790123456792,-0.0280906635802468,0.1359416255144029,0.2251391210076136,0.1913978494623656,16,14,0,results/dqn_strong_validation/planned_contrasts.csv,3,planned,True,True,dqn_independent_evaluation_planned
dqn_strong_validation.planned,confirmatory,FourRooms-7-unseen-goals,validated_vs_original_dqn,validated_dqn,original_selected_dqn,return_auc,30,0.1334961739572837,0.6674808697864185,0.1980757992714643,1.0,0.0382550505050505,0.0181060606060609,-0.0086855934343434,0.0857255176767677,0.2818459984499423,0.2731182795698925,18,12,0,results/dqn_strong_validation/planned_contrasts.csv,4,planned,True,True,dqn_independent_evaluation_planned
dqn_strong_validation.planned,confirmatory,FourRooms-9-slip-unseen-goals,validated_vs_original_dqn,validated_dqn,original_selected_dqn,return_auc,30,0.7943293897524202,1.0,0.9192965272814037,1.0,0.0085251461988302,0.005793859649122,-0.0538766520467838,0.071574692982456,0.0480363285962381,0.0236559139784946,16,14,0,results/dqn_strong_validation/planned_contrasts.csv,5,planned,True,True,dqn_independent_evaluation_planned
dqn_strong_validation.planned,confirmatory,FrozenLake-4x4-slippery,validated_vs_original_dqn,validated_dqn,original_selected_dqn,return_auc,30,0.028996290456985,0.2319703236558803,0.0340737731267872,0.2725901850142977,0.0714814814814814,0.0555555555555555,0.0109212962962962,0.1312962962962962,0.4194685027844105,0.4505747126436781,20,9,1,results/dqn_strong_validation/planned_contrasts.csv,6,planned,True,True,dqn_independent_evaluation_planned
dqn_strong_validation.planned,confirmatory,FrozenLake-8x8-slippery,validated_vs_original_dqn,validated_dqn,original_selected_dqn,return_auc,30,0.0323120642059782,0.2319703236558803,0.0434372523036658,0.3040607661256609,0.0109523809523809,0.0035714285714285,0.0021428571428571,0.0207142857142857,0.4105202300461713,0.4615384615384615,16,9,5,results/dqn_strong_validation/planned_contrasts.csv,7,planned,True,True,dqn_independent_evaluation_planned
dqn_strong_validation.planned,confirmatory,MiniGrid-Empty-5x5-validation,validated_vs_original_dqn,validated_dqn,original_selected_dqn,return_auc,10,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,results/dqn_strong_validation/planned_contrasts.csv,8,planned,True,True,dqn_independent_evaluation_planned
dqn_strong_validation.planned,confirmatory,Taxi-v3-compatible,validated_vs_original_dqn,validated_dqn,original_selected_dqn,return_auc,30,0.1043277846897259,0.6259667081383555,0.2040841777655732,1.0,-16.272857142857145,0.0,-35.977875000000004,1.002874999999998,-0.3061428446983175,-0.5357142857142857,1,6,23,results/dqn_strong_validation/planned_contrasts.csv,9,planned,True,True,dqn_independent_evaluation_planned
fuzzy_ablation.planned,confirmatory,ApplicationNavigation-deployment-goal-shift,crisp_threshold_vs_full,crisp_threshold_gate,fuzzy_support_adaptive,return_auc,30,0.2535436098583392,1.0,0.3183960802853107,1.0,-0.256092222222222,-0.1497166666666665,-0.6752329722222217,0.1522217777777779,-0.2126848132000563,-0.2129032258064516,14,16,0,results/fuzzy_ablation/combined/planned_contrasts.csv,5,planned,True,True,fuzzy_ablation_planned
fuzzy_ablation.planned,confirmatory,ApplicationNavigation-deployment-goal-shift,no_confidence_vs_full,fuzzy_no_confidence,fuzzy_support_adaptive,return_auc,30,0.5771366846022863,1.0,0.7456546742469072,1.0,-0.1260644444444444,0.0711499999999996,-0.5783771111111108,0.2721695833333333,-0.1029592263604412,0.0709677419354838,18,12,0,results/fuzzy_ablation/combined/planned_contrasts.csv,4,planned,True,True,fuzzy_ablation_planned
fuzzy_ablation.planned,confirmatory,ApplicationNavigation-deployment-goal-shift,no_count_vs_full,fuzzy_no_count,fuzzy_support_adaptive,return_auc,30,0.2862670306451555,1.0,0.4044945035129785,1.0,0.2491599999999998,0.0638666666666667,-0.1748715277777774,0.7002543333333325,0.1983415053593353,0.1784946236559139,15,15,0,results/fuzzy_ablation/combined/planned_contrasts.csv,3,planned,True,True,fuzzy_ablation_planned
fuzzy_ablation.planned,confirmatory,ApplicationNavigation-deployment-goal-shift,no_td_residual_vs_full,fuzzy_no_td_residual,fuzzy_support_adaptive,return_auc,30,0.2971567522568527,1.0,0.7151329666376114,1.0,-0.1968944444444443,0.0186833333333329,-0.5631096111111111,0.1438606111111108,-0.1938297042409123,-0.0795698924731182,16,14,0,results/fuzzy_ablation/combined/planned_contrasts.csv,2,planned,True,True,fuzzy_ablation_planned
fuzzy_reliability_shift.planned,confirmatory,ReliabilityShift-boundary-020-confirmatory,fuzzy_shift_vs_count,fuzzy_shift_full,count_gate,return_auc,30,1.0453656988748771e-34,2.0907313977497543e-34,1.7311263949197286e-06,3.462252789839457e-06,0.0871777777777777,0.087,0.0849555555555555,0.0894002777777777,13.632430710050572,1.0,30,0,0,results/fuzzy_reliability_shift_confirmatory/planned_contrasts.csv,2,planned,True,True,fuzzy_reliability_shift_planned
fuzzy_reliability_shift.planned,confirmatory,ReliabilityShift-boundary-030-confirmatory,fuzzy_shift_vs_count,fuzzy_shift_full,count_gate,return_auc,30,1.6840656980220476e-29,1.6840656980220476e-29,1.7311263949197286e-06,3.462252789839457e-06,0.0585,0.0583333333333333,0.0562333333333333,0.0607777777777777,8.98686821716208,1.0,30,0,0,results/fuzzy_reliability_shift_confirmatory/planned_contrasts.csv,3,planned,True,True,fuzzy_reliability_shift_planned
