environment_key,environment,agent,seed,normalized_return_auc,success_auc,failure_probability,collision_rate,risk_zone_rate,mean_support_score,mean_memory_action_correctness,mean_neural_action_correctness,mean_support_query_latency_seconds,support_memory_bytes,gradient_updates,source_file,source_column
application_goal_shift,support-final-application-goal-shift,dqn,14000,-4.6492,0.09166666666666666,0.90625,0.10013763884547489,0.03899164244186046,0.0,,,,,969,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz,return;success;failure_rate;collision_rate;risk_zone_rate;support_score_mean;tabular_action_correct
application_goal_shift,support-final-application-goal-shift,dqn,14001,-3.39005,0.045,0.953125,0.0368147114854659,0.04239583333333332,0.0,,,,,969,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz,return;success;failure_rate;collision_rate;risk_zone_rate;support_score_mean;tabular_action_correct
application_goal_shift,support-final-application-goal-shift,dqn,14002,-3.8337666666666665,0.07166666666666667,0.93125,0.05318682073586463,0.04406249999999999,0.0,,,,,969,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz,return;success;failure_rate;collision_rate;risk_zone_rate;support_score_mean;tabular_action_correct
application_goal_shift,support-final-application-goal-shift,dqn,14003,-3.7779833333333332,0.08166666666666667,0.9125,0.06126451017837144,0.044957423941798934,0.0,,,,,969,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz,return;success;failure_rate;collision_rate;risk_zone_rate;support_score_mean;tabular_action_correct
application_goal_shift,support-final-application-goal-shift,dqn,14004,-3.3411833333333334,0.056666666666666664,0.94375,0.03640762061403506,0.04515778186274509,0.0,,,,,969,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz,return;success;failure_rate;collision_rate;risk_zone_rate;support_score_mean;tabular_action_correct
application_goal_shift,support-final-application-goal-shift,dqn,14005,-3.9722333333333335,0.08166666666666667,0.921875,0.06238442442804687,0.042675696623337804,0.0,,,,,969,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz,return;success;failure_rate;collision_rate;risk_zone_rate;support_score_mean;tabular_action_correct
application_goal_shift,support-final-application-goal-shift,dqn,14006,-3.514283333333333,0.08333333333333333,0.915625,0.040153364682289736,0.05248383620689654,0.0,,,,,969,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz,return;success;failure_rate;collision_rate;risk_zone_rate;support_score_mean;tabular_action_correct
application_goal_shift,support-final-application-goal-shift,dqn,14007,-3.7085166666666667,0.06833333333333333,0.93125,0.04594247127706583,0.04499009620826259,0.0,,,,,969,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz,return;success;failure_rate;collision_rate;risk_zone_rate;support_score_mean;tabular_action_correct
application_goal_shift,support-final-application-goal-shift,dqn,14008,-4.6315,0.04666666666666667,0.953125,0.07170019977168947,0.050659187030075194,0.0,,,,,969,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz,return;success;failure_rate;collision_rate;risk_zone_rate;support_score_mean;tabular_action_correct
application_goal_shift,support-final-application-goal-shift,dqn,14009,-3.222116666666667,0.09,0.90625,0.03477121184388826,0.04587339743589743,0.0,,,,,969,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz,return;success;failure_rate;collision_rate;risk_zone_rate;support_score_mean;tabular_action_correct
application_goal_shift,support-final-application-goal-shift,dqn,14010,-4.181866666666667,0.04833333333333333,0.953125,0.05264061207928929,0.061028940622431006,0.0,,,,,969,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz,return;success;failure_rate;collision_rate;risk_zone_rate;support_score_mean;tabular_action_correct
application_goal_shift,support-final-application-goal-shift,dqn,14011,-3.7931833333333334,0.058333333333333334,0.934375,0.043661482548689165,0.05246468321917808,0.0,,,,,969,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz,return;success;failure_rate;collision_rate;risk_zone_rate;support_score_mean;tabular_action_correct
application_goal_shift,support-final-application-goal-shift,dqn,14012,-3.12275,0.065,0.934375,0.027096803160919523,0.05685883620689654,0.0,,,,,969,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz,return;success;failure_rate;collision_rate;risk_zone_rate;support_score_mean;tabular_action_correct
application_goal_shift,support-final-application-goal-shift,dqn,14013,-3.902633333333333,0.051666666666666666,0.946875,0.04754690545808965,0.05126507675438596,0.0,,,,,969,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz,return;success;failure_rate;collision_rate;risk_zone_rate;support_score_mean;tabular_action_correct
application_goal_shift,support-final-application-goal-shift,dqn,14014,-4.0854,0.045,0.95625,0.05869671030469402,0.046059128272014825,0.0,,,,,969,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz,return;success;failure_rate;collision_rate;risk_zone_rate;support_score_mean;tabular_action_correct
application_goal_shift,support-final-application-goal-shift,dqn,14015,-4.514033333333333,0.14,0.85,0.1000881750852117,0.0480519169429375,0.0,,,,,969,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz,return;success;failure_rate;collision_rate;risk_zone_rate;support_score_mean;tabular_action_correct
application_goal_shift,support-final-application-goal-shift,dqn,14016,-4.821649999999999,0.09,0.909375,0.09569238811631105,0.04493216210613597,0.0,,,,,969,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz,return;success;failure_rate;collision_rate;risk_zone_rate;support_score_mean;tabular_action_correct
application_goal_shift,support-final-application-goal-shift,dqn,14017,-3.9843,0.06333333333333334,0.9375,0.0689261430766285,0.047780466579440455,0.0,,,,,969,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz,return;success;failure_rate;collision_rate;risk_zone_rate;support_score_mean;tabular_action_correct
application_goal_shift,support-final-application-goal-shift,dqn,14018,-5.292216666666667,0.05333333333333334,0.9375,0.12226371899601156,0.06047553754680278,0.0,,,,,969,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz,return;success;failure_rate;collision_rate;risk_zone_rate;support_score_mean;tabular_action_correct
application_goal_shift,support-final-application-goal-shift,dqn,14019,-3.4572166666666666,0.065,0.934375,0.03650554949197241,0.04490548830698286,0.0,,,,,969,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz,return;success;failure_rate;collision_rate;risk_zone_rate;support_score_mean;tabular_action_correct
application_goal_shift,support-final-application-goal-shift,dqn,14020,-4.09155,0.043333333333333335,0.959375,0.0498948930766285,0.054582776362049154,0.0,,,,,969,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz,return;success;failure_rate;collision_rate;risk_zone_rate;support_score_mean;tabular_action_correct
