environment,agent,metric,n_seeds,mean,std,median,q25,q75,t_ci_low,t_ci_high,bootstrap_ci_low,bootstrap_ci_high
CliffWalking-confirmatory,count_gate_tau_20,mean_return,30,-13.0,0.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
CliffWalking-confirmatory,count_gate_tau_20,success_rate,30,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CliffWalking-confirmatory,count_gate_tau_20,return_auc,30,-405.675,160.64092601846193,-439.125,-439.125,-317.375,-465.65930758979766,-345.69069241020236,-466.6591666666667,-354.1
CliffWalking-confirmatory,count_gate_tau_20,success_rate_auc,30,0.25833333333333336,0.170361346865265,0.125,0.125,0.375,0.1947193609474681,0.3219473057191986,0.2,0.31666666666666665
CliffWalking-confirmatory,count_gate_tau_20,seconds_per_1000_steps,30,1.0655691726667282,0.012654551566335825,1.0645534199989926,1.0571836299994173,1.0743349024989586,1.0608438854539366,1.0702944598795199,1.061224475300204,1.0699644850750107
CliffWalking-confirmatory,count_gate_tau_20,gradient_updates,30,594.0,0.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0
CliffWalking-confirmatory,count_gate_tau_20,mean_gate,30,0.8683058951524529,0.002566367224075549,0.8680234642098916,0.8664571773505177,0.8705836640115497,0.8673475978818083,0.8692641924230976,0.8674040260286753,0.8692033703361434
CliffWalking-confirmatory,count_gate_tau_20,support_abstention_rate,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CliffWalking-confirmatory,count_gate_tau_20,global_tabular_error,30,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CliffWalking-confirmatory,count_gate_tau_20,global_neural_error,30,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CliffWalking-confirmatory,count_gate_tau_20,visited_states,30,37.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0
CliffWalking-confirmatory,count_gate_tau_20,failure_rate,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CliffWalking-confirmatory,count_gate_tau_20,collision_rate,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CliffWalking-confirmatory,count_gate_tau_20,risk_zone_rate,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CliffWalking-confirmatory,count_gate_tau_20,idle_rate,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CliffWalking-confirmatory,count_gate_tau_20,risk_adjusted_score,30,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CliffWalking-confirmatory,count_gate_tau_20,unsupported_state_ratio,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
